"Interaction","Quantified_at_the","Sampled_at_the","Main_Source","Population","Sample_size","Method","Source","Origin","Category","Prey","Strength","Index","Species","Genus","Family","Order","Class"
2033,"population-level","community-level",18,259,44,"gut contents","aquatic","vegetal","algae","algae",20,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
2034,"population-level","community-level",18,260,44,"gut contents","aquatic","animal","crustacean","microcrustacean",98.4,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
2035,"population-level","community-level",18,260,44,"gut contents","aquatic","animal","fish","fish",0.1,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
2036,"population-level","community-level",18,260,44,"gut contents","terrestrial","vegetal","plant","higher plant",0.3,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
2037,"population-level","community-level",18,260,44,"gut contents","unknown","unknown","detritus","detritus",1.3,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
2038,"population-level","community-level",18,261,44,"gut contents","aquatic","animal","crustacean","microcrustacean",100,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
2039,"population-level","community-level",18,262,44,"gut contents","unknown","animal","mollusc","mollusc",0.3,"%IAi","Triportheus signatus","Triportheus","Triportheidae","Characiformes","Teleostei"
2040,"population-level","community-level",18,262,44,"gut contents","aquatic","vegetal","algae","algae",99.7,"%IAi","Triportheus signatus","Triportheus","Triportheidae","Characiformes","Teleostei"
2041,"population-level","community-level",18,263,53,"gut contents","unknown","animal","insect","insect",99.3,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
2042,"population-level","community-level",18,263,53,"gut contents","aquatic","animal","fish","fish",0.5,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
2043,"population-level","community-level",18,263,53,"gut contents","aquatic","vegetal","algae","algae",0.2,"%IAi","Astyanax bimaculatus","Astyanax","Acestrorhamphidae","Characiformes","Teleostei"
2044,"population-level","community-level",18,264,44,"gut contents","unknown","animal","insect","insect",0.3,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
2045,"population-level","community-level",18,264,44,"gut contents","unknown","animal","mollusc","mollusc",1,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
2046,"population-level","community-level",18,264,44,"gut contents","aquatic","animal","crustacean","microcrustacean",1.8,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
2047,"population-level","community-level",18,264,44,"gut contents","aquatic","animal","fish","fish",10.6,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
2048,"population-level","community-level",18,264,44,"gut contents","aquatic","vegetal","algae","algae",73.5,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
2049,"population-level","community-level",18,264,44,"gut contents","terrestrial","vegetal","plant","higher plant",12.7,"%IAi","Psalidodon fasciatus","Psalidodon","Acestrorhamphidae","Characiformes","Teleostei"
2050,"population-level","community-level",18,265,44,"gut contents","unknown","animal","insect","insect",70.2,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2051,"population-level","community-level",18,265,44,"gut contents","unknown","animal","mollusc","mollusc",0.1,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2052,"population-level","community-level",18,265,44,"gut contents","aquatic","animal","crustacean","Decapoda",5.8,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2053,"population-level","community-level",18,265,44,"gut contents","aquatic","animal","crustacean","microcrustacean",5.8,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2054,"population-level","community-level",18,265,44,"gut contents","aquatic","animal","fish","fish",18,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2055,"population-level","community-level",18,265,44,"gut contents","aquatic","vegetal","algae","algae",0.1,"%IAi","Crenicichla brasiliensis","Crenicichla","Cichlidae","Cichliformes","Teleostei"
2056,"population-level","community-level",18,266,44,"gut contents","aquatic","animal","crustacean","Decapoda",49.8,"%IAi","Cichla monoculus","Cichla","Cichlidae","Cichliformes","Teleostei"
2057,"population-level","community-level",18,266,44,"gut contents","aquatic","animal","fish","fish",52.2,"%IAi","Cichla monoculus","Cichla","Cichlidae","Cichliformes","Teleostei"
2058,"population-level","community-level",18,267,44,"gut contents","unknown","animal","insect","insect",14.4,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
2059,"population-level","community-level",18,267,44,"gut contents","unknown","animal","mollusc","mollusc",1.9,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
2060,"population-level","community-level",18,267,44,"gut contents","aquatic","animal","crustacean","microcrustacean",15.2,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
2061,"population-level","community-level",18,267,44,"gut contents","aquatic","animal","fish","fish",38,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
2062,"population-level","community-level",18,267,44,"gut contents","unknown","unknown","detritus","detritus",30.4,"%IAi","Cichlasoma orientale","Cichlasoma","Cichlidae","Cichliformes","Teleostei"
2063,"population-level","community-level",18,268,24,"gut contents","aquatic","animal","fish","fish",60,"%IAi","Cichla temensis","Cichla","Cichlidae","Cichliformes","Teleostei"
2064,"population-level","community-level",18,268,24,"gut contents","terrestrial","vegetal","plant","higher plant",40,"%IAi","Cichla temensis","Cichla","Cichlidae","Cichliformes","Teleostei"
2065,"population-level","community-level",18,269,44,"gut contents","unknown","animal","insect","insect",28,"%IAi","Hemigrammus jaguaribensis","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
2066,"population-level","community-level",18,269,44,"gut contents","aquatic","animal","crustacean","microcrustacean",72,"%IAi","Hemigrammus jaguaribensis","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
2067,"population-level","community-level",18,270,44,"gut contents","unknown","animal","insect","insect",100,"%IAi","Hemigrammus marginatus","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
2068,"population-level","community-level",18,271,24,"gut contents","unknown","animal","insect","insect",3.5,"%IAi","Hemigrammus rodwayi","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
2069,"population-level","community-level",18,271,24,"gut contents","aquatic","animal","crustacean","microcrustacean",47.4,"%IAi","Hemigrammus rodwayi","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
2070,"population-level","community-level",18,271,24,"gut contents","aquatic","vegetal","algae","algae",5.3,"%IAi","Hemigrammus rodwayi","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
2071,"population-level","community-level",18,271,24,"gut contents","terrestrial","vegetal","plant","higher plant",43.9,"%IAi","Hemigrammus rodwayi","Hemigrammus","Acestrorhamphidae","Characiformes","Teleostei"
2072,"population-level","community-level",18,272,44,"gut contents","unknown","unknown","detritus","detritus",100,"%IAi","Hypostomus sertanejo","Hypostomus","Loricariidae","Siluriformes","Teleostei"
2073,"population-level","community-level",18,273,44,"gut contents","unknown","animal","insect","insect",94.4,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
2074,"population-level","community-level",18,273,44,"gut contents","aquatic","animal","crustacean","microcrustacean",3.7,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
2075,"population-level","community-level",18,273,44,"gut contents","aquatic","vegetal","algae","algae",1.9,"%IAi","Loricariichthys platymetopon","Loricariichthys","Loricariidae","Siluriformes","Teleostei"
2076,"population-level","community-level",18,274,44,"gut contents","unknown","animal","insect","insect",7.3,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
2077,"population-level","community-level",18,274,44,"gut contents","unknown","animal","mollusc","mollusc",80.9,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
2078,"population-level","community-level",18,274,44,"gut contents","aquatic","animal","fish","fish",0.5,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
2079,"population-level","community-level",18,274,44,"gut contents","aquatic","vegetal","algae","algae",10.7,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
2080,"population-level","community-level",18,274,44,"gut contents","terrestrial","vegetal","plant","higher plant",0.5,"%IAi","Leporinus taeniatus","Leporinus","Anostomidae","Characiformes","Teleostei"
2081,"population-level","community-level",18,275,44,"gut contents","unknown","animal","insect","insect",16.2,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2082,"population-level","community-level",18,275,44,"gut contents","aquatic","animal","crustacean","microcrustacean",55.2,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2083,"population-level","community-level",18,275,44,"gut contents","aquatic","animal","fish","fish",28.6,"%IAi","Moenkhausia intermedia","Moenkhausia","Acestrorhamphidae","Characiformes","Teleostei"
2084,"population-level","community-level",18,276,44,"gut contents","unknown","animal","insect","insect",19.5,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
2085,"population-level","community-level",18,276,44,"gut contents","aquatic","animal","crustacean","microcrustacean",2.1,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
2086,"population-level","community-level",18,276,44,"gut contents","aquatic","animal","fish","fish",8.9,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
2087,"population-level","community-level",18,276,44,"gut contents","aquatic","vegetal","algae","algae",9.5,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
2088,"population-level","community-level",18,276,44,"gut contents","terrestrial","vegetal","plant","higher plant",1.6,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
2089,"population-level","community-level",18,276,44,"gut contents","unknown","unknown","detritus","detritus",58.4,"%IAi","Oreochromis niloticus","Oreochromis","Cichlidae","Cichliformes","Teleostei"
2090,"population-level","community-level",18,277,44,"gut contents","unknown","animal","insect","insect",95.9,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
2091,"population-level","community-level",18,277,44,"gut contents","aquatic","animal","crustacean","microcrustacean",1.1,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
2092,"population-level","community-level",18,277,44,"gut contents","aquatic","vegetal","algae","algae",2.8,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
2093,"population-level","community-level",18,277,44,"gut contents","terrestrial","vegetal","plant","higher plant",0.1,"%IAi","Poecilia vivipara","Poecilia","Poeciliidae","Cyprinodontiformes","Teleostei"
2094,"population-level","community-level",18,278,44,"gut contents","unknown","animal","insect","insect",100,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
2095,"population-level","community-level",18,278,44,"gut contents","aquatic","animal","crustacean","microcrustacean",80,"%IAi","Serrasalmus brandtii","Serrasalmus","Serrasalmidae","Characiformes","Teleostei"
2096,"population-level","community-level",18,279,44,"gut contents","unknown","animal","insect","insect",61.3,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
2097,"population-level","community-level",18,279,44,"gut contents","aquatic","animal","crustacean","microcrustacean",19,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
2098,"population-level","community-level",18,279,44,"gut contents","aquatic","animal","fish","fish",2.8,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
2099,"population-level","community-level",18,279,44,"gut contents","aquatic","vegetal","algae","algae",16.5,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
2100,"population-level","community-level",18,279,44,"gut contents","terrestrial","vegetal","plant","higher plant",0.3,"%IAi","Serrapinnus heterodon","Serrapinnus","Characidae","Characiformes","Teleostei"
2101,"population-level","community-level",18,280,44,"gut contents","unknown","animal","insect","insect",33.3,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
2102,"population-level","community-level",18,280,44,"gut contents","aquatic","animal","crustacean","microcrustacean",59.3,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
2103,"population-level","community-level",18,280,44,"gut contents","aquatic","animal","fish","fish",0.9,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
2104,"population-level","community-level",18,280,44,"gut contents","aquatic","vegetal","algae","algae",4.6,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
2105,"population-level","community-level",18,280,44,"gut contents","terrestrial","vegetal","plant","higher plant",1.9,"%IAi","Serrapinnus piaba","Serrapinnus","Characidae","Characiformes","Teleostei"
